School_ID,NAME_OF_SCHOOL,Elementary_Middle_or_High_School,Street_Address,City,State,ZIP_Code,Phone_Number,Link,Network_Manager,Collaborative_Name,Adequate_Yearly_Progress_Made_,Track_Schedule,CPS_Performance_Policy_Status,CPS_Performance_Policy_Level,HEALTHY_SCHOOL_CERTIFIED,Safety_Icon,SAFETY_SCORE
609872,Manuel Perez Elementary School,ES,1241 W 19th St,Chicago,IL,60608,(773) 534-7650,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609872.pdf,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,Yes,Average,45
610128,Marcus Moziah Garvey Elementary School,ES,10309 S Morgan St,Chicago,IL,60643,(773) 535-2763,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610128.pdf,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Average,50
610544,Mariano Azuela Elementary School,ES,4707 W Marquette Rd,Chicago,IL,60629,(773) 535-7395,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610544.pdf,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Not Enough Data,No,Average,54
610017,Maria Saucedo Elementary Scholastic Academy,ES,2850 W 24th Blvd,Chicago,IL,60623,(773) 534-1770,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610017.pdf,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,60
609756,Marie Sklodowska Curie Metropolitan High School,HS,4959 S Archer Ave,Chicago,IL,60632,(773) 535-2100,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609756.pdf,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,43
610502,Marine Military Math and Science Academy,HS,145 S Campbell Ave,Chicago,IL,60612,(773) 534-7818,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610502.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,41
610081,Mark Sheridan Elementary Math & Science Academy,ES,533 W 27th St,Chicago,IL,60616,(773) 534-9120,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610081.pdf,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Strong,74
610177,Mark Skinner Elementary School,ES,1260 W Adams St,Chicago,IL,60607,(773) 534-7790,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610177.pdf,Fulton Elementary Network,WEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,87
610206,Mark Twain Elementary School,ES,5134 S Lotus Ave,Chicago,IL,60638,(773) 535-2290,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610206.pdf,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,67
610053,Marquette Elementary School,ES,6550 S Richmond St,Chicago,IL,60629,(773) 535-9260,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610053.pdf,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Very Weak,15
610152,Martha Ruggles Elementary School,ES,7831 S Prairie Ave,Chicago,IL,60619,(773) 535-3085,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610152.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Average,43
610154,Martin A Ryerson Elementary School,ES,646 N Lawndale Ave,Chicago,IL,60624,(773) 534-6700,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610154.pdf,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Average,40
610539,Marvin Camras Elementary School,ES,3000 N Mango Ave,Chicago,IL,60634,(773) 534-2960,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610539.pdf,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Not Enough Data,No,Average,54
610355,Mary E Courtenay Elementary Language Arts Center,ES,1726 W Berteau Ave,Chicago,IL,60613,(773) 534-5790,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610355.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 2,No,Very Strong,99
610312,Mary E McDowell Elementary School,ES,1419 E 89th St,Chicago,IL,60619,(773) 535-6404,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610312.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,NDA,
610127,Mary Gage Peterson Elementary School,ES,5510 N Christiana Ave,Chicago,IL,60625,(773) 534-5070,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610127.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,62
610046,Mary Lyon Elementary School,ES,2941 N McVicker Ave,Chicago,IL,60634,(773) 534-3120,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610046.pdf,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,55
609888,Mary Mapes Dodge Elementary Renaissance Academy,ES,2651 W Washington Blvd,Chicago,IL,60612,(773) 534-6640,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609888.pdf,AUSL Schools,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Average,57
610365,Mary McLeod Bethune Elementary School,ES,3030 W Arthington St,Chicago,IL,60612,(773) 534-6890,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610365.pdf,AUSL Schools,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,53
610535,Mason High School,HS,4217 W 18th St,Chicago,IL,60623,(773) 534-1530,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610535.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,NDA,Standard,Not on Probation,Not Enough Data,No,Average,50
610240,Matthew A Henson Elementary School,ES,1326 S Avers Ave,Chicago,IL,60623,(773) 534-1804,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610240.pdf,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,37
609935,Matthew Gallistel Elementary Language Academy,ES,10347 S Ewing Ave,Chicago,IL,60617,(773) 535-6540,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609935.pdf,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,49
610362,Medgar Evers Elementary School,ES,9811 S Lowe Ave,Chicago,IL,60628,(773) 535-2565,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610362.pdf,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Weak,27
609928,Melville W Fuller Elementary School,ES,4214 S Saint Lawrence Ave,Chicago,IL,60653,(773) 535-1687,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609928.pdf,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,22
610055,Michael Faraday Elementary School,ES,3250 W Monroe St,Chicago,IL,60624,(773) 534-6670,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610055.pdf,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Weak,35
609832,Michael M Byrne Elementary School,ES,5329 S Oak Park Ave,Chicago,IL,60638,(773) 535-2170,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609832.pdf,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,Yes,Standard,Probation,Level 3,No,Strong,63
610244,Michele Clark Academic Prep Magnet High School,HS,5101 W Harrison St,Chicago,IL,60644,(773) 534-6250,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610244.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,NDA,
610208,Mildred I Lavizzo Elementary School,ES,138 W 109th St,Chicago,IL,60628,(773) 535-5300,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610208.pdf,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Very Weak,15
609830,Milton Brunson Math & Science Specialty Elementary School,ES,932 N Central Ave,Chicago,IL,60651,(773) 534-6025,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609830.pdf,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,30
610011,Minnie Mars Jamieson Elementary School,ES,5650 N Mozart St,Chicago,IL,60659,(773) 534-2395,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610011.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,64
610018,Miriam G Canter Middle School,MS,4959 S Blackstone Ave,Chicago,IL,60615,(773) 535-1410,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610018.pdf,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,57
609725,Morgan Park High School,HS,1744 W Pryor Ave,Chicago,IL,60643,(773) 535-2550,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609725.pdf,Far South Side High School Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Average,40
610257,Morton School of Excellence,ES,431 N Troy St,Chicago,IL,60612,(773) 534-6791,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610257.pdf,AUSL Schools,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 1,No,Average,53
610075,Moses Montefiore Special Elementary School,ES,1310 S Ashland Ave,Chicago,IL,60608,(773) 534-7825,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610075.pdf,Fulton Elementary Network,WEST SIDE COLLABORATIVE,NDA,Track_E,Not Applicable,Level 3,No,Weak,28
610082,Mount Greenwood Elementary School,ES,10841 S Homan Ave,Chicago,IL,60655,(773) 535-2786,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610082.pdf,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,84
610086,Mount Vernon Elementary School,ES,10540 S Morgan St,Chicago,IL,60643,(773) 535-2825,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610086.pdf,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Weak,31
610385,Multicultural Academy of Scholarship,HS,3120 S Kostner Ave,Chicago,IL,60623,(773) 535-4242,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610385.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Average,48
609806,Myra Bradwell Communications Arts & Sciences Elementary School,ES,7736 S Burnham Ave,Chicago,IL,60649,(773) 535-6600,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609806.pdf,AUSL Schools,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,31
609952,Nathanael Greene Elementary School,ES,3525 S Honore,Chicago,IL,60609,(773) 535-4560,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609952.pdf,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,Yes,NDA,
609960,Nathan Hale Elementary School,ES,6140 S Melvina,Chicago,IL,60638,(773) 535-2265,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609960.pdf,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 2,No,Average,55
610134,Nathaniel Pope Elementary School,ES,1852 S Albany Ave,Chicago,IL,60623,(773) 534-1795,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610134.pdf,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,48
610348,Nathan R Goldblatt Elementary School,ES,4257 W Adams St,Chicago,IL,60624,(773) 534-6860,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610348.pdf,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,49
609876,Nathan S Davis Elementary School,ES,3014 W 39th Pl,Chicago,IL,60632,(773) 535-4540,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609876.pdf,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,43
610231,National Teachers Elementary Academy,ES,55 W Cermak Rd,Chicago,IL,60616,(773) 534-9970,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610231.pdf,AUSL Schools,SOUTH SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Strong,67
609692,Neal F Simeon Career Academy High School,HS,8147 S Vincennes Ave,Chicago,IL,60620,(773) 535-3200,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609692.pdf,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,52
610085,Near North Elementary School,ES,739 N Ada St,Chicago,IL,60642,(773) 534-7845,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610085.pdf,Fulton Elementary Network,WEST SIDE COLLABORATIVE,NDA,Standard,Not Applicable,Level 3,No,Average,50
610284,New Field Elementary School,ES,1707 W Morse Ave,Chicago,IL,60626,(773) 534-2760,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610284.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,NDA,
610323,New Millennium High School of Health at Bowen,HS,2710 E 89th St,Chicago,IL,60617,(773) 535-7650,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610323.pdf,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Very Weak,17
609792,Newton Bateman Elementary School,ES,4220 N Richmond St,Chicago,IL,60618,(773) 534-5055,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609792.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,55
609730,Nicholas Senn High School,HS,5900 N Glenwood Ave,Chicago,IL,60660,(773) 534-2365,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609730.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,48
609793,Nicholson Technology Academy,ES,6006 S Peoria St,Chicago,IL,60621,(773) 535-3285,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609793.pdf,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Average,48
609961,Ninos Heroes Elementary Academic Center,ES,8344 S Commercial Ave,Chicago,IL,60617,(773) 535-6694,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609961.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,36
609810,Norman A Bridge Elementary School,ES,3800 N New England Ave,Chicago,IL,60634,(773) 534-3718,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609810.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,67
609691,North-Grand High School,HS,4338 W Wabansia Ave,Chicago,IL,60639,(773) 534-8520,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609691.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Average,42
610354,North River Elementary School,ES,4416 N Troy St,Chicago,IL,60625,(773) 534-0590,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610354.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,67
609749,Northside College Preparatory High School,HS,5501 N Kedzie Ave,Chicago,IL,60625,(773) 534-3954,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609749.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99
609762,Percy L Julian High School,HS,10330 S Elizabeth St,Chicago,IL,60643,(773) 535-5170,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609762.pdf,Far South Side High School Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,28
609744,Northside Learning Center High School,HS,3730 W Bryn Mawr Ave,Chicago,IL,60659,(773) 534-5180,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609744.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,NDA,Standard,Not Applicable,Not Enough Data,No,Very Strong,99
610051,Northwest Middle School,MS,5252 W Palmer St,Chicago,IL,60639,(773) 534-3250,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610051.pdf,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,34
610099,Norwood Park Elementary School,ES,5900 N Nina Ave,Chicago,IL,60631,(773) 534-1198,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610099.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99
610529,Ogden International High School,HS,1250 W Erie St,Chicago,IL,60622,(773) 534-0866,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610529.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Not Enough Data,No,Average,56
610201,Ole A Thorp Elementary Scholastic Academy,ES,6024 W Warwick Ave,Chicago,IL,60634,(773) 534-3640,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610201.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,70
610300,Oliver S Westcott Elementary School,ES,409 W 80th St,Chicago,IL,60620,(773) 535-3090,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610300.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,30
609997,Oliver Wendell Holmes Elementary School,ES,955 W Garfield Blvd,Chicago,IL,60621,(773) 535-9025,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609997.pdf,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,21
610105,Oriole Park Elementary School,ES,5424 N Oketo Ave,Chicago,IL,60656,(773) 534-1201,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610105.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Very Strong,99
610329,Orozco Fine Arts & Sciences Elementary School,ES,1940 W 18th St,Chicago,IL,60608,(773) 534-7215,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610329.pdf,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,55
610389,Orr Academy High School,HS,730 N Pulaski Rd,Chicago,IL,60624,(773) 534-6500,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610389.pdf,AUSL Schools,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,NDA,
609811,Orville T Bright Elementary School,ES,10740 S Calhoun Ave,Chicago,IL,60617,(773) 535-6215,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609811.pdf,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Very Weak,18
610367,Oscar DePriest Elementary School,ES,139 S Parkside Ave,Chicago,IL,60644,(773) 534-6800,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610367.pdf,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,35
610059,Oscar F Mayer Elementary School,ES,2250 N Clifton Ave,Chicago,IL,60614,(773) 534-5535,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610059.pdf,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,67
610021,Pablo Casals Elementary School,ES,3501 W Potomac Ave,Chicago,IL,60651,(773) 534-4444,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610021.pdf,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,NDA,
610115,Park Manor Elementary School,ES,7037 S Rhodes Ave,Chicago,IL,60637,(773) 535-3070,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610115.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,28
610116,Parkside Elementary Community Academy,ES,6938 S East End Ave,Chicago,IL,60649,(773) 535-0940,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610116.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,NDA,
609988,Patrick Henry Elementary School,ES,4250 N Saint Louis Ave,Chicago,IL,60618,(773) 534-5060,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609988.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,45
610003,Paul Cuffe Math-Science Technology Academy Elementary School,ES,8324 S Racine Ave,Chicago,IL,60620,(773) 535-8250,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610003.pdf,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,51
609676,Paul Laurence Dunbar Career Academy High School,HS,3000 S King Dr,Chicago,IL,60616,(773) 534-9000,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609676.pdf,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,29
610146,Paul Revere Elementary School,ES,1010 E 72nd St,Chicago,IL,60619,(773) 535-0618,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610146.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,36
609707,Paul Robeson High School,HS,6835 S Normal Blvd,Chicago,IL,60621,(773) 535-3800,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609707.pdf,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,29
609791,Perkins Bass Elementary School,ES,1140 W 66th St,Chicago,IL,60621,(773) 535-3275,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609791.pdf,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,28
610395,Pershing West Middle School,MS,3200 S Calumet Ave,Chicago,IL,60616,(773) 534-9240,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610395.pdf,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,46
610145,Peter A Reinberg Elementary School,ES,3425 N Major Ave,Chicago,IL,60634,(773) 534-3465,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610145.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,60
609867,Peter Cooper Elementary Dual Language Academy,ES,1624 W 19th St,Chicago,IL,60608,(773) 534-7205,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609867.pdf,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,NDA,
610147,Philip Rogers Elementary School,ES,7345 N Washtenaw Ave,Chicago,IL,60645,(773) 534-2125,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610147.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Very Strong,81
609777,Phillip D Armour Elementary School,ES,950 W 33rd Pl,Chicago,IL,60608,(773) 535-4530,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609777.pdf,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Weak,36
610090,Phillip Murray Elementary Language Academy,ES,5335 S Kenwood Ave,Chicago,IL,60615,(773) 535-0585,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610090.pdf,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 2,No,Strong,66
609981,Phobe Apperson Hearst Elementary School,ES,4640 S Lamon Ave,Chicago,IL,60638,(773) 535-2376,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609981.pdf,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,33
610304,Phoenix Military Academy High School,HS,145 S Campbell Ave,Chicago,IL,60612,(773) 534-7275,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610304.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,53
610013,Pilsen Elementary Community Academy,ES,1420 W 17th St,Chicago,IL,60608,(773) 534-7675,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610013.pdf,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,43
610135,Portage Park Elementary School,ES,5330 W Berteau Ave,Chicago,IL,60641,(773) 534-3576,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610135.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,62
